"","distance","moving_time","elapsed_time","total_elevation_gain","type","start_date","month","month_order","achievement_count","average_speed","max_speed","elev_high","elev_low","pr_count","season"
"202",9.2332623745,6250,8752,3845.800648,"Snowboard",2020-12-16 19:58:12,"12",5,3,5.31944332,35.567346,5796.260028,4227.690424,1,"2020/2021 season"
"203",1.2384545401,1494,1550,19.68504,"Walk",2020-12-14 15:59:46,"12",5,0,2.98407796,15.211192,1985.236284,1974.081428,0,"2020/2021 season"
"204",0.8985646031,1260,1507,9.186352,"Walk",2020-12-13 15:34:12,"12",5,0,2.56800712,10.961006,1985.236284,1975.393764,0,"2020/2021 season"
"205",6.2844841569,7002,8483,618.43834,"NordicSki",2020-12-12 20:39:10,"12",5,6,3.23014136,40.712308,4840.551336,4576.7718,2,"2020/2021 season"
"206",2.671273929,2864,2899,31.824148,"Walk",2020-12-11 22:32:57,"12",5,0,3.35764694,12.974252,1985.892452,1974.081428,0,"2020/2021 season"
"207",1.2945643414,2177,2699,26.24672,"Walk",2020-12-11 15:27:44,"12",5,0,2.14075158,10.961006,1985.236284,1974.737596,0,"2020/2021 season"
"208",10.4942726819,10321,12485,1328.7402,"NordicSki",2020-12-09 20:20:38,"12",5,19,3.65963384,34.67257,4840.87942,4548.556576,11,"2020/2021 season"
"209",6.5085505395,7366,9499,632.217868,"NordicSki",2020-12-05 19:55:24,"12",5,0,3.18092868,25.053728,4839.895168,4558.399096,0,"2020/2021 season"
"210",5.1496742996,7517,10774,355.643056,"NordicSki",2020-11-30 20:25:43,"11",4,0,2.46734482,24.382646,4653.215372,4410.761296,0,"2020/2021 season"
"211",4.4662283367,6777,8998,413.713924,"Hike",2020-11-29 21:10:12,"11",4,0,2.37339334,12.30317,4862.532964,4509.51458,0,"2020/2021 season"
"212",2.7374499405,1484,1494,49.2126,"Run",2020-11-26 02:21:34,"11",4,0,6.64147486,10.961006,1988.845208,1962.926572,0,"2020/2021 season"
"213",3.541193329,5599,7437,887.795304,"Hike",2020-11-22 20:35:14,"11",4,0,2.27720492,6.71082,2599.409532,1944.553868,0,"2020/2021 season"
"214",17.7838865684,5109,5147,322.178488,"Ride",2020-11-14 20:00:08,"11",4,2,12.53133788,31.31716,2076.77172,1974.081428,0,"2020/2021 season"
"215",6.0878823725,6749,7421,1243.110276,"Hike",2020-11-08 20:42:07,"11",4,0,3.24803688,10.737312,3560.367568,2369.094564,0,"2020/2021 season"
"216",6.6143078837,3824,4787,233.923892,"Ride",2020-11-07 23:07:06,"11",4,1,6.22764096,40.488614,1997.047308,1924.540744,0,"2020/2021 season"
"217",2.9185174499,3575,4161,547.90028,"Hike",2020-11-01 00:28:34,"11",4,0,2.93933916,6.934514,2595.472524,2063.976444,0,"2020/2021 season"
"218",7.975918156,3077,3630,770.9974,"Ride",2020-10-21 23:44:19,"10",3,9,9.33251368,34.225182,2644.685124,2061.351772,1,"2020/2021 season"
"219",4.7398801251,6913,7373,851.37798,"Hike",2020-10-17 22:27:31,"10",3,0,2.46734482,20.579848,3166.666768,2365.157556,0,"2020/2021 season"
"220",2.9672950734,4422,4970,577.099756,"Hike",2020-10-11 20:20:02,"10",3,0,2.4158952,9.395148,2644.685124,2061.351772,0,"2020/2021 season"
"221",6.378373315,2823,2825,864.173256,"Ride",2020-10-10 00:26:28,"10",3,4,8.13351384,35.79104,3022.637892,2222.7691,0,"2020/2021 season"
"222",4.1395114649,1820,1889,609.251988,"Ride",2020-10-07 00:50:48,"10",3,8,8.1872004,31.31716,2644.685124,2061.351772,6,"2020/2021 season"
"223",4.1603273934,1830,1850,601.049888,"Ride",2020-10-06 00:47:19,"10",3,8,8.18496346,33.106712,2644.685124,2061.351772,7,"2020/2021 season"
"224",6.1187645112,2774,3027,937.664072,"Ride",2020-09-29 23:39:15,"09",2,4,7.941137,37.580592,3022.637892,2224.081436,0,"2020/2021 season"
"225",4.7552901259,1759,3156,103.34646,"Ride",2020-09-29 01:11:03,"09",2,0,9.73292594,34.67257,1994.094552,1951.443632,0,"2020/2021 season"
"226",1.1284718731,2516,3357,278.215232,"Hike",2020-09-27 22:09:46,"09",2,0,1.61507068,7.381902,2325.459392,2081.364896,0,"2020/2021 season"
"227",7.9687102524,3628,4085,1247.047284,"Ride",2020-09-23 23:08:41,"09",2,1,7.9075829,33.777794,3379.2652,2223.753352,0,"2020/2021 season"
"228",5.5602762564,2857,3287,652.230992,"Ride",2020-09-21 23:57:56,"09",2,8,7.00609608,31.093466,2644.685124,2061.351772,8,"2020/2021 season"
"229",3.6756580134,5283,5672,683.070888,"Hike",2020-09-20 19:48:36,"09",2,0,2.5053728,6.934514,2917.651012,2224.737604,0,"2020/2021 season"
"230",8.0545215875,3850,4433,812.335984,"Ride",2020-09-09 01:22:19,"09",2,8,7.53177698,34.448876,2644.685124,2061.351772,0,"2020/2021 season"
"231",5.6305533165,2180,2419,110.236224,"InlineSkate",2020-09-07 05:17:01,"09",2,0,9.29895958,34.896264,1995.078804,1956.692976,0,"2020/2021 season"
"232",3.8335483845,5195,6040,696.194248,"Hike",2020-09-06 18:29:57,"09",2,0,2.65748472,6.934514,3133.2022,2176.509256,0,"2020/2021 season"
"233",5.6665306974,7473,7962,1195.86618,"Hike",2020-09-06 00:42:28,"09",2,0,2.7290668,30.422384,3552.165468,2358.595876,0,"2020/2021 season"
"234",5.469307542,2384,2960,690.288736,"Ride",2020-09-03 00:24:00,"09",2,14,8.25878248,32.659324,2644.685124,2061.351772,5,"2020/2021 season"
"235",4.084892954,2101,2172,638.779548,"Ride",2020-08-29 02:35:20,"08",1,3,6.99938526,35.119958,2640.420032,2061.351772,1,"2020/2021 season"
"236",7.7832310089,11026,16046,1492.454116,"Hike",2020-08-25 21:49:15,"08",1,0,2.54116384,6.934514,6119.750852,5574.475244,0,"2020/2021 season"
"237",5.4384875404,8803,11461,1006.561712,"Hike",2020-08-24 20:18:16,"08",1,0,2.22351836,5.368656,4096.784908,3142.388552,0,"2020/2021 season"
"238",14.8311315764,4122,5992,398.62206,"Ride",2020-08-23 01:38:25,"08",1,0,12.9518826,37.580592,2562.007956,2168.307156,0,"2020/2021 season"
"239",28.4472342994,6390,6758,549.212616,"Ride",2020-08-21 00:05:21,"08",1,25,16.0276751,40.488614,2075.1313,1916.666728,13,"2020/2021 season"
"240",9.7289300212,3230,3895,137.467196,"Ride",2020-08-20 02:23:44,"08",1,3,10.84244818,38.699062,2031.496128,1972.441008,0,"2020/2021 season"
"241",8.9834712325,2401,2430,226.049876,"Ride",2020-08-19 14:22:15,"08",1,5,13.46861574,40.26492,1990.813712,1923.884576,2,"2020/2021 season"
"242",5.5549324658,1782,1905,136.811028,"Ride",2020-08-18 20:23:30,"08",1,2,11.22272798,31.093466,1992.126048,1951.443632,0,"2020/2021 season"
"243",5.4860224219,2941,3378,121.39108,"Ride",2020-08-18 02:35:06,"08",1,0,6.71529388,35.79104,1995.406888,1951.443632,0,"2020/2021 season"
"244",3.6918136594,1787,2141,225.721792,"Ride",2020-08-15 21:44:25,"08",1,0,7.4378255,30.646078,2581.364912,2443.897716,0,"2020/2021 season"
"245",13.373768033,4633,4826,864.173256,"Ride",2020-08-14 00:49:10,"08",1,1,10.39282324,36.462122,2644.685124,1972.441008,0,"2020/2021 season"
"246",20.1814465719,5116,5116,342.191612,"Ride",2020-08-13 01:30:33,"08",1,18,14.20009512,39.370144,2075.1313,1972.441008,4,"2020/2021 season"
"247",7.6994701981,1835,1856,199.146988,"Ride",2020-08-12 00:35:43,"08",1,6,15.10605582,36.238428,1996.39114,1916.666728,3,"2020/2021 season"
"248",2.0502757516,1680,2089,272.965888,"Ride",2020-08-11 23:59:14,"08",1,1,4.39335016,28.409138,2185.695608,1936.679852,1,"2020/2021 season"
"249",8.1298938898,2079,2376,150.91864,"Ride",2020-08-11 23:18:42,"08",1,6,14.07706342,40.26492,1991.141796,1910.433132,4,"2020/2021 season"
"250",5.7175452565,8732,12695,1191.273004,"Hike",2020-08-08 18:51:28,"08",1,0,2.35773476,8.94776,5259.18652,3836.614296,0,"2020/2021 season"
"251",7.6082529353,12754,16597,2177.821592,"Hike",2020-08-01 19:47:38,"08",1,0,2.1474624,8.724066,6530.840104,4434.05526,0,"2020/2021 season"
"252",10.8173856019,3864,7195,229.002632,"Ride",2020-07-30 01:19:29,"07",12,9,10.0774147,36.238428,1993.438384,1910.105048,1,"2019/2020 season"
"253",10.6407919637,2867,4159,246.063,"Ride",2020-07-29 00:49:36,"07",12,7,13.36124262,37.804286,1991.141796,1911.417384,4,"2019/2020 season"
"254",4.7554144001,1382,1652,83.005252,"Ride",2020-07-26 19:47:11,"07",12,1,12.38817372,35.343652,2030.511876,1972.441008,0,"2019/2020 season"
"255",4.3323850233,3567,3695,19.356956,"Kayaking",2020-07-26 18:24:43,"07",12,0,4.3732177,19.237684,2023.622112,1972.441008,0,"2019/2020 season"
"256",7.7535294751,1946,1997,205.380584,"Ride",2020-07-21 02:49:26,"07",12,0,14.34325928,35.343652,1996.39114,1916.666728,0,"2019/2020 season"
"257",1.1907953844,761,854,145.669296,"Ride",2020-07-21 02:35:02,"07",12,0,5.63261492,27.96175,2114.829464,1972.769092,0,"2019/2020 season"
"258",7.8838931109,1965,2107,151.246724,"Ride",2020-07-21 01:59:45,"07",12,0,14.44392158,36.685816,1991.46988,1916.666728,0,"2019/2020 season"
"259",1.12468151,854,3499,21.653544,"Kayaking",2020-07-20 00:36:56,"07",12,0,4.74007586,17.671826,2014.763844,1972.441008,0,"2019/2020 season"
"260",19.3791323367,4612,4616,371.719172,"Ride",2020-07-19 22:33:27,"07",12,1,15.12618828,34.225182,2102.034188,1972.441008,0,"2019/2020 season"
